"","Elevation (ft)","Live Storage (ac-ft)","Total Storage (ac-ft)","Area (acres)","EvapVolMax","EvapVolMaxUp","EvapVolMaxLo","EvapVolMin","RangeError","Range"
"522",3630.5,14908909.03,16803909.03,112294.62,643448.1726,729915.03,550243.638,633476.906400003,0.326530612244898,0.089835696
"523",3631,14965132.12,16860132.12,112597.75,645185.1075,731885.375,551728.975,635213.808600001,0.326530612244898,0.0900782
"524",3631.5,15021506.78,16916506.78,112900.87,646921.9851,733855.655,553214.263,636950.716200002,0.326530612244898,0.090320696
"525",3632,15078033,16973033,113204,648658.92,735826,554699.6,638687.623800002,0.326530612244898,0.0905632
"526",3632.5,15134710.78,17029710.78,113507.12,650395.7976,737796.28,556184.888,640424.531400003,0.326530612244898,0.090805696
"527",3633,15191540.12,17086540.12,113810.25,652132.7325,739766.625,557670.225,642161.433600001,0.326530612244898,0.0910482
"528",3633.5,15248521.03,17143521.03,114113.37,653869.6101,741736.905,559155.513,643898.341200002,0.326530612244898,0.091290696
"529",3634,15305653.5,17200653.5,114416.5,655606.545,743707.25,560640.85,645635.248800002,0.326530612244898,0.0915332
"530",3634.5,15362937.53,17257937.53,114719.62,657343.4226,745677.53,562126.138,647372.156400003,0.326530612244898,0.091775696
"531",3635,15420373.12,17315373.12,115022.75,659080.3575,747647.875,563611.475,649109.058600001,0.326530612244898,0.0920182
"532",3635.5,15477960.28,17372960.28,115325.87,660817.2351,749618.155,565096.763,650845.966200002,0.326530612244898,0.092260696
"533",3636,15535699,17430699,115629,662554.17,751588.5,566582.1,652582.873800002,0.326530612244898,0.0925032
"534",3636.5,15593589.28,17488589.28,115932.12,664291.0476,753558.78,568067.388,654319.781400003,0.326530612244898,0.092745696
"535",3637,15651631.12,17546631.12,116235.25,666027.9825,755529.125,569552.725,656056.683600003,0.326530612244898,0.0929882
"536",3637.5,15709824.53,17604824.53,116538.37,667764.8601,757499.405,571038.013,657793.591200002,0.326530612244898,0.093230696
"537",3638,15768169.5,17663169.5,116841.5,669501.795,759469.75,572523.35,659530.498800002,0.326530612244898,0.0934732
"538",3638.5,15826666.03,17721666.03,117144.62,671238.6726,761440.03,574008.638,661267.406400003,0.326530612244898,0.093715696
"539",3639,15885314.12,17780314.12,117447.75,672975.6075,763410.375,575493.975,663004.308600003,0.326530612244898,0.0939582
"540",3639.5,15944113.78,17839113.78,117750.87,674712.4851,765380.655,576979.263,664741.216200002,0.326530612244898,0.094200696
"541",3640,16003065,17898065,118054,676449.42,767351,578464.6,666478.123800002,0.326530612244898,0.0944431999999999
"542",3640.5,16062172.28,17957172.28,118375.12,678289.4376,769438.28,580038.088,668219.531400003,0.326530612244898,0.094700096
"543",3641,16121440.12,18016440.12,118696.25,680129.5125,771525.625,581611.625,669969.933600003,0.326530612244898,0.094957
"544",3641.5,16180868.53,18075868.53,119017.37,681969.5301,773612.905,583185.113,671729.341200002,0.326530612244898,0.095213896
"545",3642,16240457.5,18135457.5,119338.5,683809.605,775700.25,584758.65,673497.748800002,0.326530612244898,0.0954708
"546",3642.5,16300207.03,18195207.03,119659.62,685649.6226,777787.53,586332.138,675275.156400003,0.326530612244898,0.095727696
"547",3643,16360117.12,18255117.12,119980.75,687489.6975,779874.875,587905.675,677061.558600003,0.326530612244898,0.0959846
"548",3643.5,16420187.78,18315187.78,120301.87,689329.7151,781962.155,589479.163,678856.966200002,0.326530612244898,0.096241496
"549",3644,16480419,18375419,120623,691169.79,784049.5,591052.7,680661.373800002,0.326530612244898,0.0964984
"550",3644.5,16540810.78,18435810.78,120944.12,693009.8076,786136.78,592626.188,682474.781400003,0.326530612244898,0.096755296
"551",3645,16601363.12,18496363.12,121265.25,694849.8825,788224.125,594199.725,684297.183600003,0.326530612244898,0.0970122
"552",3645.5,16662076.03,18557076.03,121586.37,696689.9001,790311.405,595773.213,686128.591200002,0.326530612244898,0.097269096
"553",3646,16722949.5,18617949.5,121907.5,698529.975,792398.75,597346.75,687966.568800002,0.326530612244898,0.097526
"554",3646.5,16783983.53,18678983.53,122228.62,700369.9926,794486.03,598920.238,689806.616400003,0.326530612244898,0.097782896
